"","N1_1","N2_1","N3_1","N4_1","N5_1","N6_1","N1_2","N2_2","N3_2","N4_2","N5_2","N6_2"
"O95859",0,0,0,0,0,0,0,0,0,0,0,0
"O95863",0,0,0,0,0,0,0,0,0,0,0,0
"O95926",0,0,0,0,0,0,0,0,0,0,0,0
"O95935",0,0,0,0,0,0,0,0,0,0,0,0
"O95970",0,0,0,0,0,0,0,0,0,0,0,0
"O95977",0,0,0,0,0,0,0,0,0,0,0,0
"O95983",0,0,0,0,0,0,0,0,0,0,0,0
"O95985",0,0,0,0,0,0,0,0,0,0,0,0
"O95997",0,0,0,0,0,0,0,0,0,0,0,0
"O95999",0,0,0,0,0,0,0,0,0,0,0,0
"O96000",1,1,1,1,1,1,1,1,1,1,1,1
"O96007",0,0,0,0,0,0,0,0,0,0,0,0
"O96008",0,0,0,0,0,0,0,0,0,0,0,0
"O96017",0,0,0,0,0,0,0,0,0,0,0,0
"O96019",1,1,1,1,1,1,1,1,1,1,1,1
"O96033",0,0,0,0,0,0,0,0,0,0,0,0
"P00395",0,0,0,0,0,0,0,0,0,0,0,0
"P00403",1,1,1,1,1,1,1,1,1,1,1,1
"P00414",0,0,0,0,0,0,0,0,0,0,0,0
"P00450",1,1,1,1,1,1,1,1,1,1,1,1
"P00480",0,0,0,0,0,0,0,0,0,0,0,0
"P00491",1,1,1,1,1,1,1,1,1,1,1,1
"P00519",0,0,0,0,0,0,0,0,0,0,0,0
"P00533",0,0,0,0,0,0,0,0,0,0,0,0
"P00739",0,0,0,0,0,0,0,0,0,0,0,0
"P00742",0,0,0,0,0,0,0,0,0,0,0,0
"P00747",1,1,1,1,1,1,1,1,1,1,1,1
"P00749",0,0,0,0,0,0,0,0,0,0,0,0
"P00813",0,0,0,0,0,0,0,0,0,0,0,0
"P00846",1,1,1,1,1,1,1,1,1,1,1,1
"P01009",1,1,1,1,1,1,1,1,1,1,1,1
"P01011",1,1,1,1,1,1,1,1,1,1,1,1
"P01019",1,1,1,1,1,1,1,1,1,1,1,1
"P01023",1,1,1,1,1,1,1,1,1,1,1,1
"P01024",1,1,1,1,1,1,1,1,1,1,1,1
"P01033",0,0,0,0,0,0,0,0,0,0,0,0
"P01100",0,0,0,0,0,0,0,0,0,0,0,0
"P01106",0,0,0,0,0,0,0,0,0,0,0,0
"P01112",0,0,0,0,0,0,0,0,0,0,0,0
"P01116",0,0,0,0,0,0,0,0,0,0,0,0
"P01127",0,0,0,0,0,0,0,0,0,0,0,0
"P01137",1,1,1,1,1,1,1,1,1,1,1,1
"P01138",0,0,0,0,0,0,0,0,0,0,0,0
"P01236",0,0,0,0,0,0,0,0,0,0,0,0
"P01270",0,0,0,0,0,0,0,0,0,0,0,0
"P01344",0,0,0,0,0,0,0,0,0,0,0,0
"P01374",0,0,0,0,0,0,0,0,0,0,0,0
"P01375",0,0,0,0,0,0,0,0,0,0,0,0
"P01563",0,0,0,0,0,0,0,0,0,0,0,0
"P01574",0,0,0,0,0,0,0,0,0,0,0,0
"P01588",0,0,0,0,0,0,0,0,0,0,0,0
"P01589",0,0,0,0,0,0,0,0,0,0,0,0
"P01732",0,0,0,0,0,0,0,0,0,0,0,0
"P01871",1,1,1,1,1,1,1,1,1,1,1,1
"P02452",1,1,1,1,1,1,1,1,1,1,1,1
"P02511",1,1,1,1,1,1,1,1,1,1,1,1
"P02545",1,1,1,1,1,1,1,1,1,1,1,1
"P02647",1,1,1,1,1,1,1,1,1,1,1,1
"P02671",1,1,1,1,1,1,1,1,1,1,1,1
"P02675",1,1,1,1,1,1,1,1,1,1,1,1
"P02679",1,1,1,1,1,1,1,1,1,1,1,1
"P02730",1,1,1,1,1,1,1,1,1,1,1,1
"P02745",0,0,0,0,0,0,0,0,0,0,0,0
"P02746",1,1,1,1,1,1,1,1,1,1,1,1
"P02747",1,1,1,1,1,1,1,1,1,1,1,1
"P02751",1,1,1,1,1,1,1,1,1,1,1,1
"P02753",1,1,1,1,1,1,1,1,1,1,1,1
"P02766",1,1,1,1,1,1,1,1,1,1,1,1
"P02786",1,1,1,1,1,1,1,1,1,1,1,1
"P02787",1,1,1,1,1,1,1,1,1,1,1,1
"P02788",1,1,1,1,1,1,1,1,1,1,1,1
"P02792",1,1,1,1,1,1,1,1,1,1,1,1
"P02794",1,1,1,1,1,1,1,1,1,1,1,1
"P03372",0,0,0,0,0,0,0,0,0,0,0,0
"P03886",0,0,0,0,0,0,0,0,0,0,0,0
"P03891",0,0,0,0,0,0,0,0,0,0,0,0
"P03897",0,0,0,0,0,0,0,0,0,0,0,0
"P03901",0,0,0,0,0,0,0,0,0,0,0,0
"P03905",0,0,0,0,0,0,0,0,0,0,0,0
"P03915",0,0,0,0,0,0,0,0,0,0,0,0
"P03923",0,0,0,0,0,0,0,0,0,0,0,0
"P03928",0,0,0,0,0,0,0,0,0,0,0,0
"P03950",0,0,0,0,0,0,0,0,0,0,0,0
"P04004",1,1,1,1,1,1,1,1,1,1,1,1
"P04049",0,0,0,0,0,0,0,0,0,0,0,0
"P04053",0,0,0,0,0,0,0,0,0,0,0,0
"P04141",0,0,0,0,0,0,0,0,0,0,0,0
"P04150",0,0,0,0,0,0,0,0,0,0,0,0
"P04156",0,0,0,0,0,0,0,0,0,0,0,0
"P04275",1,1,1,1,1,1,1,1,1,1,1,1
"P04406",1,1,1,1,1,1,1,1,1,1,1,1
"P04626",0,0,0,0,0,0,0,0,0,0,0,0
"P04629",0,0,0,0,0,0,0,0,0,0,0,0
"P04632",1,1,1,1,1,1,1,1,1,1,1,1
"P04637",0,0,0,0,0,0,0,0,0,0,0,0
"P04843",1,1,1,1,1,1,1,1,1,1,1,1
"P04844",1,1,1,1,1,1,1,1,1,1,1,1
"P04899",1,1,1,1,1,1,1,1,1,1,1,1
"P04921",0,0,0,0,0,0,0,0,0,0,0,0
"P05000",0,0,0,0,0,0,0,0,0,0,0,0
"P05019",0,0,0,0,0,0,0,0,0,0,0,0
"P05026",1,1,1,1,1,1,1,1,1,1,1,1
"P05067",0,0,0,0,0,0,0,0,0,0,0,0
"P05106",0,0,0,0,0,0,0,0,0,0,0,0
"P05107",1,1,1,1,1,1,1,1,1,1,1,1
"P05109",1,1,1,1,1,1,1,1,1,1,1,1
"P05112",0,0,0,0,0,0,0,0,0,0,0,0
"P05141",1,1,1,1,1,1,1,1,1,1,1,1
"P05154",1,1,1,1,1,1,1,1,1,1,1,1
"P05164",0,0,0,0,0,0,0,0,0,0,0,0
"P05165",1,1,1,1,1,1,1,1,1,1,1,1
"P05166",1,1,1,1,1,1,1,1,1,1,1,1
"P05198",1,1,1,1,1,1,1,1,1,1,1,1
"P05230",1,1,1,1,1,1,1,1,1,1,1,1
"P05305",0,0,0,0,0,0,0,0,0,0,0,0
"P05386",1,1,1,1,1,1,1,1,1,1,1,1
"P05387",1,1,1,1,1,1,1,1,1,1,1,1
"P05388",1,1,1,1,1,1,1,1,1,1,1,1
"P05412",0,0,0,0,0,0,0,0,0,0,0,0
"P05455",1,1,1,1,1,1,1,1,1,1,1,1
"P05496",0,0,0,0,0,0,0,0,0,0,0,0
"P05546",1,1,1,1,1,1,1,1,1,1,1,1
"P05549",0,0,0,0,0,0,0,0,0,0,0,0
"P05556",1,1,1,1,1,1,1,1,1,1,1,1
"P06213",0,0,0,0,0,0,0,0,0,0,0,0
"P06239",0,0,0,0,0,0,0,0,0,0,0,0
"P06241",0,0,0,0,0,0,0,0,0,0,0,0
"P06396",1,1,1,1,1,1,1,1,1,1,1,1
"P06400",0,0,0,0,0,0,0,0,0,0,0,0
"P06454",1,1,1,1,1,1,1,1,1,1,1,1
"P06493",0,0,0,0,0,0,0,0,0,0,0,0
"P06576",1,1,1,1,1,1,1,1,1,1,1,1
"P06702",1,1,1,1,1,1,1,1,1,1,1,1
"P06703",1,1,1,1,1,1,1,1,1,1,1,1
"P06730",1,1,1,1,1,1,1,1,1,1,1,1
"P06734",0,0,0,0,0,0,0,0,0,0,0,0
"P06746",0,0,0,0,0,0,0,0,0,0,0,0
"P06748",1,1,1,1,1,1,1,1,1,1,1,1
"P06756",1,1,1,1,1,1,1,1,1,1,1,1
"P06865",1,1,1,1,1,1,1,1,1,1,1,1
"P07199",0,0,0,0,0,0,0,0,0,0,0,0
"P07203",1,1,1,1,1,1,1,1,1,1,1,1
"P07237",1,1,1,1,1,1,1,1,1,1,1,1
"P07288",0,0,0,0,0,0,0,0,0,0,0,0
"P07355",1,1,1,1,1,1,1,1,1,1,1,1
"P07359",0,0,0,0,0,0,0,0,0,0,0,0
"P07384",1,1,1,1,1,1,1,1,1,1,1,1
"P07437",1,1,1,1,1,1,1,1,1,1,1,1
"P07550",0,0,0,0,0,0,0,0,0,0,0,0
"P07602",1,1,1,1,1,1,1,1,1,1,1,1
"P07686",1,1,1,1,1,1,1,1,1,1,1,1
"P07737",1,1,1,1,1,1,1,1,1,1,1,1
"P07814",1,1,1,1,1,1,1,1,1,1,1,1
"P07900",1,1,1,1,1,1,1,1,1,1,1,1
"P07910",1,1,1,1,1,1,1,1,1,1,1,1
"P07942",1,1,1,1,1,1,1,1,1,1,1,1
"P07947",0,0,0,0,0,0,0,0,0,0,0,0
"P07948",0,0,0,0,0,0,0,0,0,0,0,0
"P07949",0,0,0,0,0,0,0,0,0,0,0,0
"P07992",0,0,0,0,0,0,0,0,0,0,0,0
"P07996",1,1,1,1,1,1,1,1,1,1,1,1
"P08047",0,0,0,0,0,0,0,0,0,0,0,0
"P08069",0,0,0,0,0,0,0,0,0,0,0,0
"P08133",1,1,1,1,1,1,1,1,1,1,1,1
"P08138",0,0,0,0,0,0,0,0,0,0,0,0
"P08183",1,1,1,1,1,1,1,1,1,1,1,1
"P08195",1,1,1,1,1,1,1,1,1,1,1,1
"P08235",0,0,0,0,0,0,0,0,0,0,0,0
"P08238",1,1,1,1,1,1,1,1,1,1,1,1
"P08246",0,0,0,0,0,0,0,0,0,0,0,0
"P08253",0,0,0,0,0,0,0,0,0,0,0,0
"P08311",1,1,1,1,1,1,1,1,1,1,1,1
"P08514",0,0,0,0,0,0,0,0,0,0,0,0
"P08579",0,0,0,0,0,0,0,0,0,0,0,0
"P08581",0,0,0,0,0,0,0,0,0,0,0,0
"P08588",0,0,0,0,0,0,0,0,0,0,0,0
"P08621",1,1,1,1,1,1,1,1,1,1,1,1
"P08648",1,1,1,1,1,1,1,1,1,1,1,1
"P08670",1,1,1,1,1,1,1,1,1,1,1,1
"P08708",0,0,0,0,0,0,0,0,0,0,0,0
"P08709",0,0,0,0,0,0,0,0,0,0,0,0
"P08865",1,1,1,1,1,1,1,1,1,1,1,1
"P08908",0,0,0,0,0,0,0,0,0,0,0,0
"P08913",0,0,0,0,0,0,0,0,0,0,0,0
"P08962",1,1,1,1,1,1,1,1,1,1,1,1
"P08F94",0,0,0,0,0,0,0,0,0,0,0,0
"P09001",0,0,0,0,0,0,0,0,0,0,0,0
"P09012",0,0,0,0,0,0,0,0,0,0,0,0
"P09038",0,0,0,0,0,0,0,0,0,0,0,0
"P09086",0,0,0,0,0,0,0,0,0,0,0,0
"P09234",0,0,0,0,0,0,0,0,0,0,0,0
"P09382",1,1,1,1,1,1,1,1,1,1,1,1
"P09429",1,1,1,1,1,1,1,1,1,1,1,1
"P09619",0,0,0,0,0,0,0,0,0,0,0,0
"P09622",1,1,1,1,1,1,1,1,1,1,1,1
"P09651",1,1,1,1,1,1,1,1,1,1,1,1
"P09661",1,1,1,1,1,1,1,1,1,1,1,1
"P09669",1,1,1,1,1,1,1,1,1,1,1,1
"P09874",1,1,1,1,1,1,1,1,1,1,1,1
"P09884",0,0,0,0,0,0,0,0,0,0,0,0
"P09936",1,1,1,1,1,1,1,1,1,1,1,1
"P09958",0,0,0,0,0,0,0,0,0,0,0,0
"P0C0S5",0,0,0,0,0,0,0,0,0,0,0,0
"P0CG13",0,0,0,0,0,0,0,0,0,0,0,0
"P0DI81",0,0,0,0,0,0,0,0,0,0,0,0
"P0DMV8",0,0,0,0,0,0,0,0,0,0,0,0
"P0DMV9",0,0,0,0,0,0,0,0,0,0,0,0
"P10071",0,0,0,0,0,0,0,0,0,0,0,0
"P10155",1,1,1,1,1,1,1,1,1,1,1,1
"P10244",0,0,0,0,0,0,0,0,0,0,0,0
"P10275",0,0,0,0,0,0,0,0,0,0,0,0
"P10276",0,0,0,0,0,0,0,0,0,0,0,0
"P10398",0,0,0,0,0,0,0,0,0,0,0,0
"P10415",0,0,0,0,0,0,0,0,0,0,0,0
"P10451",1,1,1,1,1,1,1,1,1,1,1,1
"P10600",0,0,0,0,0,0,0,0,0,0,0,0
"P10619",1,1,1,1,1,1,1,1,1,1,1,1
"P10636",1,1,1,1,1,1,1,1,1,1,1,1
"P10646",0,0,0,0,0,0,0,0,0,0,0,0
"P10721",0,0,0,0,0,0,0,0,0,0,0,0
"P10747",0,0,0,0,0,0,0,0,0,0,0,0
"P10809",1,1,1,1,1,1,1,1,1,1,1,1
"P10827",0,0,0,0,0,0,0,0,0,0,0,0
"P10828",0,0,0,0,0,0,0,0,0,0,0,0
"P10911",0,0,0,0,0,0,0,0,0,0,0,0
"P11021",1,1,1,1,1,1,1,1,1,1,1,1
"P11047",1,1,1,1,1,1,1,1,1,1,1,1
"P11142",1,1,1,1,1,1,1,1,1,1,1,1
"P11166",1,1,1,1,1,1,1,1,1,1,1,1
"P11171",0,0,0,0,0,0,0,0,0,0,0,0
"P11215",0,0,0,0,0,0,0,0,0,0,0,0
"P11308",0,0,0,0,0,0,0,0,0,0,0,0
"P11362",0,0,0,0,0,0,0,0,0,0,0,0
"P11387",0,0,0,0,0,0,0,0,0,0,0,0
"P11388",0,0,0,0,0,0,0,0,0,0,0,0
"P11441",0,0,0,0,0,0,0,0,0,0,0,0
"P11473",0,0,0,0,0,0,0,0,0,0,0,0
"P11717",0,0,0,0,0,0,0,0,0,0,0,0
"P11802",0,0,0,0,0,0,0,0,0,0,0,0
"P11831",0,0,0,0,0,0,0,0,0,0,0,0
"P11836",0,0,0,0,0,0,0,0,0,0,0,0
"P11926",0,0,0,0,0,0,0,0,0,0,0,0
"P11940",0,0,0,0,0,0,0,0,0,0,0,0
"P12004",1,1,1,1,1,1,1,1,1,1,1,1
"P12018",0,0,0,0,0,0,0,0,0,0,0,0
"P12111",1,1,1,1,1,1,1,1,1,1,1,1
"P12273",0,0,0,0,0,0,0,0,0,0,0,0
"P12277",1,1,1,1,1,1,1,1,1,1,1,1
"P12314",0,0,0,0,0,0,0,0,0,0,0,0
"P12643",0,0,0,0,0,0,0,0,0,0,0,0
"P12644",1,1,1,1,1,1,1,1,1,1,1,1
"P12755",0,0,0,0,0,0,0,0,0,0,0,0
"P12757",0,0,0,0,0,0,0,0,0,0,0,0
"P12814",1,1,1,1,1,1,1,1,1,1,1,1
"P12821",1,1,1,1,1,1,1,1,1,1,1,1
"P12830",1,1,1,1,1,1,1,1,1,1,1,1
"P12931",0,0,0,0,0,0,0,0,0,0,0,0
"P12956",1,1,1,1,1,1,1,1,1,1,1,1
"P13010",1,1,1,1,1,1,1,1,1,1,1,1
"P13073",1,1,1,1,1,1,1,1,1,1,1,1
"P13489",1,1,1,1,1,1,1,1,1,1,1,1
"P13521",0,0,0,0,0,0,0,0,0,0,0,0
"P13569",0,0,0,0,0,0,0,0,0,0,0,0
"P13612",0,0,0,0,0,0,0,0,0,0,0,0
"P13639",1,1,1,1,1,1,1,1,1,1,1,1
"P13674",1,1,1,1,1,1,1,1,1,1,1,1
"P13726",0,0,0,0,0,0,0,0,0,0,0,0
"P13727",0,0,0,0,0,0,0,0,0,0,0,0
"P13861",1,1,1,1,1,1,1,1,1,1,1,1
"P13984",0,0,0,0,0,0,0,0,0,0,0,0
"P14210",0,0,0,0,0,0,0,0,0,0,0,0
"P14373",0,0,0,0,0,0,0,0,0,0,0,0
"P14416",0,0,0,0,0,0,0,0,0,0,0,0
"P14618",1,1,1,1,1,1,1,1,1,1,1,1
"P14625",1,1,1,1,1,1,1,1,1,1,1,1
"P14635",1,1,1,1,1,1,1,1,1,1,1,1
"P14672",0,0,0,0,0,0,0,0,0,0,0,0
"P14678",0,0,0,0,0,0,0,0,0,0,0,0
"P14780",0,0,0,0,0,0,0,0,0,0,0,0
"P14784",0,0,0,0,0,0,0,0,0,0,0,0
"P14859",0,0,0,0,0,0,0,0,0,0,0,0
"P14866",1,1,1,1,1,1,1,1,1,1,1,1
"P14867",0,0,0,0,0,0,0,0,0,0,0,0
"P14868",1,1,1,1,1,1,1,1,1,1,1,1
"P14921",0,0,0,0,0,0,0,0,0,0,0,0
"P14923",1,1,1,1,1,1,1,1,1,1,1,1
"P15018",0,0,0,0,0,0,0,0,0,0,0,0
"P15036",0,0,0,0,0,0,0,0,0,0,0,0
"P15056",0,0,0,0,0,0,0,0,0,0,0,0
"P15169",0,0,0,0,0,0,0,0,0,0,0,0
"P15170",1,1,1,1,1,1,1,1,1,1,1,1
"P15172",0,0,0,0,0,0,0,0,0,0,0,0
"P15311",1,1,1,1,1,1,1,1,1,1,1,1
"P15336",0,0,0,0,0,0,0,0,0,0,0,0
"P15382",0,0,0,0,0,0,0,0,0,0,0,0
"P15391",0,0,0,0,0,0,0,0,0,0,0,0
"P15498",0,0,0,0,0,0,0,0,0,0,0,0
"P15502",0,0,0,0,0,0,0,0,0,0,0,0
"P15509",0,0,0,0,0,0,0,0,0,0,0,0
"P15531",1,1,1,1,1,1,1,1,1,1,1,1
"P15692",0,0,0,0,0,0,0,0,0,0,0,0
"P15814",0,0,0,0,0,0,0,0,0,0,0,0
"P15880",1,1,1,1,1,1,1,1,1,1,1,1
"P15884",0,0,0,0,0,0,0,0,0,0,0,0
"P15918",0,0,0,0,0,0,0,0,0,0,0,0
"P15923",0,0,0,0,0,0,0,0,0,0,0,0
"P15927",0,0,0,0,0,0,0,0,0,0,0,0
"P16070",0,0,0,0,0,0,0,0,0,0,0,0
"P16083",1,1,1,1,1,1,1,1,1,1,1,1
"P16104",0,0,0,0,0,0,0,0,0,0,0,0
"P16144",1,1,1,1,1,1,1,1,1,1,1,1
"P16150",0,0,0,0,0,0,0,0,0,0,0,0
"P16220",0,0,0,0,0,0,0,0,0,0,0,0
"P16234",0,0,0,0,0,0,0,0,0,0,0,0
"P16278",1,1,1,1,1,1,1,1,1,1,1,1
"P16298",0,0,0,0,0,0,0,0,0,0,0,0
"P16383",0,0,0,0,0,0,0,0,0,0,0,0
"P16389",0,0,0,0,0,0,0,0,0,0,0,0
"P16402",0,0,0,0,0,0,0,0,0,0,0,0
"P16422",0,0,0,0,0,0,0,0,0,0,0,0
"P16471",0,0,0,0,0,0,0,0,0,0,0,0
"P16520",0,0,0,0,0,0,0,0,0,0,0,0
"P16591",0,0,0,0,0,0,0,0,0,0,0,0
"P16615",1,1,1,1,1,1,1,1,1,1,1,1
"P16885",1,1,1,1,1,1,1,1,1,1,1,1
"P16989",0,0,0,0,0,0,0,0,0,0,0,0
"P17181",0,0,0,0,0,0,0,0,0,0,0,0
"P17252",1,1,1,1,1,1,1,1,1,1,1,1
"P17301",0,0,0,0,0,0,0,0,0,0,0,0
"P17535",0,0,0,0,0,0,0,0,0,0,0,0
"P17542",0,0,0,0,0,0,0,0,0,0,0,0
"P17544",0,0,0,0,0,0,0,0,0,0,0,0
"P17568",0,0,0,0,0,0,0,0,0,0,0,0
"P17600",0,0,0,0,0,0,0,0,0,0,0,0
"P17612",0,0,0,0,0,0,0,0,0,0,0,0
"P17676",0,0,0,0,0,0,0,0,0,0,0,0
"P17706",0,0,0,0,0,0,0,0,0,0,0,0
"P17787",0,0,0,0,0,0,0,0,0,0,0,0
"P17813",0,0,0,0,0,0,0,0,0,0,0,0
"P17844",1,1,1,1,1,1,1,1,1,1,1,1
"P17858",1,1,1,1,1,1,1,1,1,1,1,1
"P17931",1,1,1,1,1,1,1,1,1,1,1,1
"P17936",0,0,0,0,0,0,0,0,0,0,0,0
"P17947",0,0,0,0,0,0,0,0,0,0,0,0
"P17980",1,1,1,1,1,1,1,1,1,1,1,1
"P17987",1,1,1,1,1,1,1,1,1,1,1,1
"P18065",0,0,0,0,0,0,0,0,0,0,0,0
"P18074",0,0,0,0,0,0,0,0,0,0,0,0
"P18077",1,1,1,1,1,1,1,1,1,1,1,1
"P18084",0,0,0,0,0,0,0,0,0,0,0,0
"P18124",1,1,1,1,1,1,1,1,1,1,1,1
"P18146",0,0,0,0,0,0,0,0,0,0,0,0
"P18206",1,1,1,1,1,1,1,1,1,1,1,1
"P18433",0,0,0,0,0,0,0,0,0,0,0,0
"P18507",0,0,0,0,0,0,0,0,0,0,0,0
"P18564",0,0,0,0,0,0,0,0,0,0,0,0
"P18615",0,0,0,0,0,0,0,0,0,0,0,0
"P18621",1,1,1,1,1,1,1,1,1,1,1,1
"P18827",1,1,1,1,1,1,1,1,1,1,1,1
"P18847",0,0,0,0,0,0,0,0,0,0,0,0
"P18848",0,0,0,0,0,0,0,0,0,0,0,0
"P18858",0,0,0,0,0,0,0,0,0,0,0,0
"P18859",1,1,1,1,1,1,1,1,1,1,1,1
"P18887",0,0,0,0,0,0,0,0,0,0,0,0
"P19022",0,0,0,0,0,0,0,0,0,0,0,0
"P19105",0,0,0,0,0,0,0,0,0,0,0,0
"P19174",0,0,0,0,0,0,0,0,0,0,0,0
"P19235",0,0,0,0,0,0,0,0,0,0,0,0
"P19320",0,0,0,0,0,0,0,0,0,0,0,0
"P19338",1,1,1,1,1,1,1,1,1,1,1,1
"P19367",1,1,1,1,1,1,1,1,1,1,1,1
"P19387",0,0,0,0,0,0,0,0,0,0,0,0
"P19388",0,0,0,0,0,0,0,0,0,0,0,0
"P19397",0,0,0,0,0,0,0,0,0,0,0,0
"P19404",1,1,1,1,1,1,1,1,1,1,1,1
"P19419",0,0,0,0,0,0,0,0,0,0,0,0
"P19438",0,0,0,0,0,0,0,0,0,0,0,0
"P19447",0,0,0,0,0,0,0,0,0,0,0,0
"P19784",0,0,0,0,0,0,0,0,0,0,0,0
"P19793",0,0,0,0,0,0,0,0,0,0,0,0
"P19838",0,0,0,0,0,0,0,0,0,0,0,0
"P20023",0,0,0,0,0,0,0,0,0,0,0,0
"P20042",1,1,1,1,1,1,1,1,1,1,1,1
"P20073",1,1,1,1,1,1,1,1,1,1,1,1
"P20226",0,0,0,0,0,0,0,0,0,0,0,0
"P20248",0,0,0,0,0,0,0,0,0,0,0,0
"P20333",0,0,0,0,0,0,0,0,0,0,0,0
"P20336",0,0,0,0,0,0,0,0,0,0,0,0
"P20339",0,0,0,0,0,0,0,0,0,0,0,0
"P20585",0,0,0,0,0,0,0,0,0,0,0,0
"P20618",1,1,1,1,1,1,1,1,1,1,1,1
"P20648",0,0,0,0,0,0,0,0,0,0,0,0
"P20674",1,1,1,1,1,1,1,1,1,1,1,1
"P20700",1,1,1,1,1,1,1,1,1,1,1,1
"P20749",0,0,0,0,0,0,0,0,0,0,0,0
"P20783",0,0,0,0,0,0,0,0,0,0,0,0
"P20794",0,0,0,0,0,0,0,0,0,0,0,0
"P20936",0,0,0,0,0,0,0,0,0,0,0,0
"P20963",0,0,0,0,0,0,0,0,0,0,0,0
"P21281",1,1,1,1,1,1,1,1,1,1,1,1
"P21333",1,1,1,1,1,1,1,1,1,1,1,1
"P21453",0,0,0,0,0,0,0,0,0,0,0,0
"P21675",0,0,0,0,0,0,0,0,0,0,0,0
"P21709",0,0,0,0,0,0,0,0,0,0,0,0
"P21754",0,0,0,0,0,0,0,0,0,0,0,0
"P21796",1,1,1,1,1,1,1,1,1,1,1,1
"P21802",0,0,0,0,0,0,0,0,0,0,0,0
"P21810",1,1,1,1,1,1,1,1,1,1,1,1
"P21860",0,0,0,0,0,0,0,0,0,0,0,0
"P21917",0,0,0,0,0,0,0,0,0,0,0,0
"P21926",0,0,0,0,0,0,0,0,0,0,0,0
"P21980",1,1,1,1,1,1,1,1,1,1,1,1
"P22033",1,1,1,1,1,1,1,1,1,1,1,1
"P22059",1,1,1,1,1,1,1,1,1,1,1,1
"P22087",1,1,1,1,1,1,1,1,1,1,1,1
"P22090",0,0,0,0,0,0,0,0,0,0,0,0
"P22301",0,0,0,0,0,0,0,0,0,0,0,0
"P22415",0,0,0,0,0,0,0,0,0,0,0,0
"P22455",0,0,0,0,0,0,0,0,0,0,0,0
"P22626",1,1,1,1,1,1,1,1,1,1,1,1
"P22681",0,0,0,0,0,0,0,0,0,0,0,0
"P22792",1,1,1,1,1,1,1,1,1,1,1,1
"P22888",0,0,0,0,0,0,0,0,0,0,0,0
"P23025",0,0,0,0,0,0,0,0,0,0,0,0
"P23219",0,0,0,0,0,0,0,0,0,0,0,0
"P23229",1,1,1,1,1,1,1,1,1,1,1,1
"P23246",1,1,1,1,1,1,1,1,1,1,1,1
"P23258",0,0,0,0,0,0,0,0,0,0,0,0
"P23352",0,0,0,0,0,0,0,0,0,0,0,0
"P23396",1,1,1,1,1,1,1,1,1,1,1,1
"P23415",0,0,0,0,0,0,0,0,0,0,0,0
"P23458",0,0,0,0,0,0,0,0,0,0,0,0
"P23467",0,0,0,0,0,0,0,0,0,0,0,0
"P23508",0,0,0,0,0,0,0,0,0,0,0,0
"P23511",0,0,0,0,0,0,0,0,0,0,0,0
"P23528",1,1,1,1,1,1,1,1,1,1,1,1
"P23760",0,0,0,0,0,0,0,0,0,0,0,0
"P23763",0,0,0,0,0,0,0,0,0,0,0,0
"P24385",0,0,0,0,0,0,0,0,0,0,0,0
"P24386",0,0,0,0,0,0,0,0,0,0,0,0
"P24394",0,0,0,0,0,0,0,0,0,0,0,0
"P24468",0,0,0,0,0,0,0,0,0,0,0,0
"P24522",0,0,0,0,0,0,0,0,0,0,0,0
"P24539",1,1,1,1,1,1,1,1,1,1,1,1
"P24588",0,0,0,0,0,0,0,0,0,0,0,0
"P24821",1,1,1,1,1,1,1,1,1,1,1,1
"P24863",0,0,0,0,0,0,0,0,0,0,0,0
"P24864",0,0,0,0,0,0,0,0,0,0,0,0
"P24928",0,0,0,0,0,0,0,0,0,0,0,0
"P24941",0,0,0,0,0,0,0,0,0,0,0,0
"P25025",0,0,0,0,0,0,0,0,0,0,0,0
"P25054",0,0,0,0,0,0,0,0,0,0,0,0
"P25101",0,0,0,0,0,0,0,0,0,0,0,0
"P25105",0,0,0,0,0,0,0,0,0,0,0,0
"P25205",1,1,1,1,1,1,1,1,1,1,1,1
"P25208",0,0,0,0,0,0,0,0,0,0,0,0
"P25311",1,1,1,1,1,1,1,1,1,1,1,1
"P25398",1,1,1,1,1,1,1,1,1,1,1,1
"P25445",0,0,0,0,0,0,0,0,0,0,0,0
"P25490",0,0,0,0,0,0,0,0,0,0,0,0
"P25685",1,1,1,1,1,1,1,1,1,1,1,1
"P25686",0,0,0,0,0,0,0,0,0,0,0,0
"P25705",1,1,1,1,1,1,1,1,1,1,1,1
"P25786",1,1,1,1,1,1,1,1,1,1,1,1
"P25787",1,1,1,1,1,1,1,1,1,1,1,1
"P25788",1,1,1,1,1,1,1,1,1,1,1,1
"P25789",1,1,1,1,1,1,1,1,1,1,1,1
"P25791",0,0,0,0,0,0,0,0,0,0,0,0
"P25963",0,0,0,0,0,0,0,0,0,0,0,0
"P26006",0,0,0,0,0,0,0,0,0,0,0,0
"P26010",0,0,0,0,0,0,0,0,0,0,0,0
"P26012",0,0,0,0,0,0,0,0,0,0,0,0
"P26196",1,1,1,1,1,1,1,1,1,1,1,1
"P26358",0,0,0,0,0,0,0,0,0,0,0,0
"P26367",0,0,0,0,0,0,0,0,0,0,0,0
"P26368",1,1,1,1,1,1,1,1,1,1,1,1
"P26373",1,1,1,1,1,1,1,1,1,1,1,1
"P26439",0,0,0,0,0,0,0,0,0,0,0,0
"P26441",0,0,0,0,0,0,0,0,0,0,0,0
"P26572",0,0,0,0,0,0,0,0,0,0,0,0
